id,source,job_title,company,location,country_code,country_name,salary_min,salary_max,currency,skills,skills_count,dataset_origin,collected_at
glassdoor_europe_496,glassdoor_europe,Principal Engineer,Zalando,"City, France",FR,France,72979,87574,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_497,glassdoor_europe,Software Engineer,Adyen,"City, Denmark",DK,Denmark,169212,203054,EUR,Java;React;Python,3,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_498,glassdoor_europe,Full Stack Developer,ASML,"City, Sweden",SE,Sweden,75820,90984,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_499,glassdoor_europe,Product Manager,Spotify,"City, Switzerland",CH,Switzerland,122317,146780,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_500,glassdoor_europe,Frontend Developer,N26,"Capital, Sweden",SE,Sweden,85924,103108,EUR,CSS;React;HTML,3,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_501,glassdoor_europe,DevOps Engineer,SAP,"Capital, Netherlands",NL,Netherlands,88869,106642,EUR,AWS;Kubernetes;Jenkins,3,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_502,glassdoor_europe,Site Reliability Engineer,Supercell,"City, Sweden",SE,Sweden,132810,159372,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_503,glassdoor_europe,Software Engineer,SAP,"City, France",FR,France,66406,79687,EUR,React;JavaScript;Docker,3,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_504,glassdoor_europe,Principal Engineer,Wise,"City, Italy",IT,Italy,113661,136393,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_505,glassdoor_europe,Product Manager,Siemens,"Capital, Sweden",SE,Sweden,51046,61255,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_506,glassdoor_europe,Data Analyst,Klarna,"Capital, Denmark",DK,Denmark,128517,154220,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_507,glassdoor_europe,Data Engineer,Supercell,"Capital, Belgium",BE,Belgium,75558,90669,EUR,Kafka;Python;Spark,3,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_508,glassdoor_europe,Principal Engineer,N26,"City, Switzerland",CH,Switzerland,91629,109954,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.141512
glassdoor_europe_509,glassdoor_europe,Software Engineer,Dassault Systemes,"Capital, France",FR,France,68792,82550,EUR,JavaScript;Java;React,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_510,glassdoor_europe,Staff Engineer,BlaBlaCar,"City, Germany",DE,Germany,92275,110730,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_511,glassdoor_europe,Backend Developer,Spotify,"Capital, United Kingdom",GB,United Kingdom,120624,144748,EUR,Node.js;Redis;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_512,glassdoor_europe,Site Reliability Engineer,N26,"City, Austria",AT,Austria,46430,55716,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_513,glassdoor_europe,Data Scientist,Nokia,"Capital, Netherlands",NL,Netherlands,87068,104481,EUR,R;TensorFlow;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_514,glassdoor_europe,Machine Learning Engineer,ARM,"Capital, Denmark",DK,Denmark,78298,93957,EUR,PyTorch;TensorFlow;MLflow,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_515,glassdoor_europe,Site Reliability Engineer,Philips,"Capital, Netherlands",NL,Netherlands,80009,96010,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_516,glassdoor_europe,Software Engineer,Supercell,"Capital, Norway",NO,Norway,55357,66428,EUR,Python;Docker;Java,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_517,glassdoor_europe,Full Stack Developer,Zalando,"Capital, Denmark",DK,Denmark,95865,115038,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_518,glassdoor_europe,Principal Engineer,Skype,"City, Belgium",BE,Belgium,71106,85327,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_519,glassdoor_europe,Staff Engineer,Criteo,"City, Sweden",SE,Sweden,76638,91965,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_520,glassdoor_europe,Staff Engineer,Booking.com,"Capital, Italy",IT,Italy,58935,70722,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_521,glassdoor_europe,Software Engineer,Booking.com,"Capital, Belgium",BE,Belgium,62637,75164,EUR,Docker;JavaScript;React,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_522,glassdoor_europe,Technical Lead,Booking.com,"City, France",FR,France,69422,83306,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_523,glassdoor_europe,Backend Developer,Wise,"City, Norway",NO,Norway,76012,91214,EUR,Java;Redis;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_524,glassdoor_europe,Software Architect,Philips,"City, Norway",NO,Norway,166909,200290,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_525,glassdoor_europe,Principal Engineer,Ericsson,"City, Belgium",BE,Belgium,82922,99506,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_526,glassdoor_europe,Full Stack Developer,ASML,"Capital, United Kingdom",GB,United Kingdom,98918,118701,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_527,glassdoor_europe,Product Manager,ARM,"City, Denmark",DK,Denmark,73869,88642,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_528,glassdoor_europe,Technical Lead,Dassault Systemes,"Capital, France",FR,France,47219,56662,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_529,glassdoor_europe,Technical Lead,OVH,"Capital, Norway",NO,Norway,75454,90544,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_530,glassdoor_europe,Backend Developer,Adyen,"City, Spain",ES,Spain,50674,60808,EUR,PostgreSQL;Java;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_531,glassdoor_europe,Product Manager,OVH,"City, Germany",DE,Germany,82989,99586,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_532,glassdoor_europe,Software Architect,Criteo,"Capital, Sweden",SE,Sweden,122526,147031,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_533,glassdoor_europe,Software Engineer,Booking.com,"Capital, Switzerland",CH,Switzerland,74108,88929,EUR,JavaScript;Python;React,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_534,glassdoor_europe,Site Reliability Engineer,BlaBlaCar,"City, Norway",NO,Norway,103748,124497,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_535,glassdoor_europe,Data Engineer,Amadeus,"City, Spain",ES,Spain,56446,67735,EUR,Python;Spark;SQL,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_536,glassdoor_europe,Principal Engineer,Adyen,"City, Austria",AT,Austria,42648,51177,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_537,glassdoor_europe,DevOps Engineer,Siemens,"City, Italy",IT,Italy,80653,96783,EUR,AWS;Docker;Kubernetes,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_538,glassdoor_europe,Data Scientist,Spotify,"Capital, Belgium",BE,Belgium,82140,98568,EUR,R;SQL;Machine Learning,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_539,glassdoor_europe,Software Engineer,Ericsson,"Capital, Austria",AT,Austria,77731,93277,EUR,Python;React;Java,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_540,glassdoor_europe,Full Stack Developer,OVH,"Capital, Denmark",DK,Denmark,57173,68607,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_541,glassdoor_europe,Product Manager,SAP,"City, France",FR,France,64272,77126,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_542,glassdoor_europe,Backend Developer,Amadeus,"Capital, Spain",ES,Spain,73281,87937,EUR,Python;Java;Redis,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_543,glassdoor_europe,DevOps Engineer,Nokia,"Capital, Italy",IT,Italy,63421,76105,EUR,Docker;AWS;Linux,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_544,glassdoor_europe,Data Analyst,Dassault Systemes,"Capital, Italy",IT,Italy,39445,47334,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_545,glassdoor_europe,Data Engineer,King Digital Entertainment,"Capital, Netherlands",NL,Netherlands,132484,158980,EUR,Airflow;SQL;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_546,glassdoor_europe,Principal Engineer,ASML,"Capital, Austria",AT,Austria,65044,78052,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_547,glassdoor_europe,Data Engineer,Spotify,"Capital, Norway",NO,Norway,101001,121201,EUR,Spark;SQL;Airflow,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_548,glassdoor_europe,Data Analyst,Klarna,"Capital, Germany",DE,Germany,75944,91132,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_549,glassdoor_europe,Software Engineer,DeepMind,"Capital, Spain",ES,Spain,82106,98527,EUR,Java;React;JavaScript,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_550,glassdoor_europe,Machine Learning Engineer,OVH,"City, Netherlands",NL,Netherlands,74004,88804,EUR,Python;TensorFlow;MLflow,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_551,glassdoor_europe,Data Scientist,Siemens,"City, Italy",IT,Italy,64353,77223,EUR,Machine Learning;Python;SQL,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_552,glassdoor_europe,Data Scientist,Revolut,"City, Belgium",BE,Belgium,88129,105754,EUR,SQL;Python;Machine Learning,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_553,glassdoor_europe,Frontend Developer,Skype,"Capital, Norway",NO,Norway,105091,126109,EUR,Vue.js;JavaScript;CSS,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_554,glassdoor_europe,Backend Developer,BlaBlaCar,"City, France",FR,France,75643,90771,EUR,PostgreSQL;Node.js;Java,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_555,glassdoor_europe,Full Stack Developer,Ericsson,"City, France",FR,France,55575,66690,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_556,glassdoor_europe,Product Manager,OVH,"Capital, Germany",DE,Germany,101599,121918,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_557,glassdoor_europe,Data Engineer,Spotify,"Capital, France",FR,France,123345,148014,EUR,Python;Kafka;Airflow,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_558,glassdoor_europe,Data Engineer,Spotify,"City, Germany",DE,Germany,101964,122356,EUR,Kafka;Python;Airflow,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_559,glassdoor_europe,Data Scientist,Adyen,"Capital, Belgium",BE,Belgium,120403,144483,EUR,TensorFlow;Python;Machine Learning,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_560,glassdoor_europe,Principal Engineer,Booking.com,"City, Spain",ES,Spain,86518,103821,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_561,glassdoor_europe,Full Stack Developer,BlaBlaCar,"Capital, Italy",IT,Italy,31032,37238,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_562,glassdoor_europe,Software Engineer,Wise,"Capital, Sweden",SE,Sweden,98533,118239,EUR,Java;Python;Docker,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_563,glassdoor_europe,DevOps Engineer,ARM,"City, Denmark",DK,Denmark,45368,54441,EUR,Kubernetes;Docker;AWS,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_564,glassdoor_europe,Staff Engineer,Adyen,"City, Switzerland",CH,Switzerland,109560,131472,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_565,glassdoor_europe,Software Architect,DeepMind,"Capital, Germany",DE,Germany,52446,62935,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_566,glassdoor_europe,Data Analyst,SAP,"City, Denmark",DK,Denmark,120582,144698,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_567,glassdoor_europe,Data Engineer,Wise,"Capital, Norway",NO,Norway,124564,149476,EUR,Kafka;SQL;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_568,glassdoor_europe,Backend Developer,Philips,"City, Italy",IT,Italy,52879,63454,EUR,Node.js;Redis;Python,3,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_569,glassdoor_europe,Full Stack Developer,Skype,"Capital, France",FR,France,81138,97365,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.143049
glassdoor_europe_570,glassdoor_europe,Product Manager,BlaBlaCar,"Capital, Sweden",SE,Sweden,96339,115606,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_571,glassdoor_europe,Full Stack Developer,Wise,"City, Belgium",BE,Belgium,58777,70532,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_572,glassdoor_europe,Full Stack Developer,Siemens,"Capital, Belgium",BE,Belgium,82940,99528,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_573,glassdoor_europe,Software Architect,ASML,"Capital, Netherlands",NL,Netherlands,92943,111531,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_574,glassdoor_europe,DevOps Engineer,BlaBlaCar,"Capital, Spain",ES,Spain,73948,88737,EUR,Docker;Jenkins;AWS,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_575,glassdoor_europe,Software Architect,ASML,"City, Italy",IT,Italy,42655,51186,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_576,glassdoor_europe,Software Engineer,Criteo,"City, Spain",ES,Spain,41925,50310,EUR,Java;React;JavaScript,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_577,glassdoor_europe,Technical Lead,ASML,"City, Denmark",DK,Denmark,93352,112022,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_578,glassdoor_europe,Frontend Developer,Criteo,"Capital, United Kingdom",GB,United Kingdom,79598,95517,EUR,HTML;CSS;JavaScript,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_579,glassdoor_europe,Technical Lead,N26,"Capital, Germany",DE,Germany,89931,107917,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_580,glassdoor_europe,Staff Engineer,Amadeus,"City, Denmark",DK,Denmark,57299,68758,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_581,glassdoor_europe,Data Analyst,Ericsson,"Capital, Sweden",SE,Sweden,141478,169773,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_582,glassdoor_europe,Principal Engineer,Spotify,"City, Germany",DE,Germany,93218,111861,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_583,glassdoor_europe,Backend Developer,OVH,"City, Germany",DE,Germany,92220,110664,EUR,Redis;Node.js;Java,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_584,glassdoor_europe,Data Scientist,Booking.com,"City, Switzerland",CH,Switzerland,150782,180938,EUR,Machine Learning;SQL;Python,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_585,glassdoor_europe,Frontend Developer,N26,"City, Sweden",SE,Sweden,114250,137100,EUR,JavaScript;Vue.js;React,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_586,glassdoor_europe,Product Manager,ASML,"Capital, Norway",NO,Norway,57548,69057,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_587,glassdoor_europe,DevOps Engineer,Revolut,"Capital, Switzerland",CH,Switzerland,88626,106351,EUR,Linux;Jenkins;Kubernetes,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_588,glassdoor_europe,DevOps Engineer,Ericsson,"City, Denmark",DK,Denmark,107523,129027,EUR,Jenkins;Linux;AWS,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_589,glassdoor_europe,Backend Developer,Supercell,"Capital, Denmark",DK,Denmark,95321,114385,EUR,Python;Java;Node.js,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_590,glassdoor_europe,Backend Developer,King Digital Entertainment,"City, Sweden",SE,Sweden,50049,60058,EUR,Java;PostgreSQL;Node.js,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_591,glassdoor_europe,Machine Learning Engineer,Skype,"Capital, United Kingdom",GB,United Kingdom,75739,90886,EUR,TensorFlow;PyTorch;MLflow,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_592,glassdoor_europe,Technical Lead,DeepMind,"City, Italy",IT,Italy,112410,134892,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_593,glassdoor_europe,Software Engineer,Klarna,"Capital, Netherlands",NL,Netherlands,71172,85406,EUR,Java;Docker;Python,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_594,glassdoor_europe,Technical Lead,Siemens,"City, Belgium",BE,Belgium,83482,100178,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_595,glassdoor_europe,Software Architect,Philips,"City, Sweden",SE,Sweden,83508,100209,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_596,glassdoor_europe,Technical Lead,King Digital Entertainment,"Capital, Spain",ES,Spain,49744,59692,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_597,glassdoor_europe,Site Reliability Engineer,DeepMind,"City, Belgium",BE,Belgium,61692,74030,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_598,glassdoor_europe,Software Engineer,King Digital Entertainment,"City, Italy",IT,Italy,50103,60123,EUR,Docker;Java;JavaScript,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_599,glassdoor_europe,Staff Engineer,Klarna,"City, Spain",ES,Spain,58617,70340,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_600,glassdoor_europe,Software Architect,King Digital Entertainment,"City, France",FR,France,77382,92858,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_601,glassdoor_europe,Full Stack Developer,N26,"Capital, Switzerland",CH,Switzerland,119118,142941,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_602,glassdoor_europe,Backend Developer,Amadeus,"City, Denmark",DK,Denmark,110458,132549,EUR,Java;Python;Redis,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_603,glassdoor_europe,Full Stack Developer,Klarna,"City, United Kingdom",GB,United Kingdom,76054,91264,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_604,glassdoor_europe,Software Engineer,ASML,"Capital, United Kingdom",GB,United Kingdom,49556,59467,EUR,Java;JavaScript;Docker,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_605,glassdoor_europe,DevOps Engineer,Spotify,"Capital, Norway",NO,Norway,100245,120294,EUR,Kubernetes;Docker;Linux,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_606,glassdoor_europe,DevOps Engineer,Nokia,"City, Germany",DE,Germany,46742,56090,EUR,Kubernetes;Linux;Docker,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_607,glassdoor_europe,Principal Engineer,Philips,"City, Sweden",SE,Sweden,40400,48480,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_608,glassdoor_europe,Backend Developer,King Digital Entertainment,"City, Netherlands",NL,Netherlands,102242,122690,EUR,Python;Java;Redis,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_609,glassdoor_europe,Site Reliability Engineer,Dassault Systemes,"Capital, Italy",IT,Italy,37045,44454,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_610,glassdoor_europe,Software Architect,Adyen,"Capital, Germany",DE,Germany,117621,141145,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_611,glassdoor_europe,Data Analyst,Zalando,"Capital, France",FR,France,68699,82438,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_612,glassdoor_europe,Principal Engineer,Zalando,"Capital, Austria",AT,Austria,74868,89841,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_613,glassdoor_europe,Staff Engineer,Booking.com,"City, Netherlands",NL,Netherlands,153951,184741,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_614,glassdoor_europe,Frontend Developer,Criteo,"City, Spain",ES,Spain,55878,67053,EUR,Vue.js;React;JavaScript,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_615,glassdoor_europe,Principal Engineer,BlaBlaCar,"City, Italy",IT,Italy,42502,51002,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_616,glassdoor_europe,Data Analyst,Booking.com,"City, Switzerland",CH,Switzerland,149946,179935,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_617,glassdoor_europe,Full Stack Developer,N26,"Capital, Switzerland",CH,Switzerland,64202,77042,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_618,glassdoor_europe,Data Analyst,Adyen,"City, Norway",NO,Norway,58716,70459,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_619,glassdoor_europe,Site Reliability Engineer,Philips,"City, United Kingdom",GB,United Kingdom,55393,66471,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_620,glassdoor_europe,Data Scientist,Skype,"City, Denmark",DK,Denmark,126223,151467,EUR,Machine Learning;R;TensorFlow,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_621,glassdoor_europe,Data Analyst,Supercell,"Capital, United Kingdom",GB,United Kingdom,80722,96866,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_622,glassdoor_europe,Principal Engineer,Ericsson,"City, France",FR,France,45566,54679,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_623,glassdoor_europe,Technical Lead,Ericsson,"Capital, Italy",IT,Italy,54591,65509,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_624,glassdoor_europe,Machine Learning Engineer,Supercell,"Capital, Germany",DE,Germany,102846,123415,EUR,TensorFlow;Docker;Python,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_625,glassdoor_europe,Staff Engineer,Revolut,"City, Norway",NO,Norway,85040,102048,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_626,glassdoor_europe,Data Scientist,Booking.com,"City, Netherlands",NL,Netherlands,64274,77128,EUR,Machine Learning;R;Python,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_627,glassdoor_europe,Backend Developer,Nokia,"Capital, Italy",IT,Italy,58449,70138,EUR,Java;Python;Node.js,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_628,glassdoor_europe,Data Engineer,BlaBlaCar,"Capital, Belgium",BE,Belgium,102678,123213,EUR,Python;Airflow;SQL,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_629,glassdoor_europe,Software Architect,Criteo,"Capital, Germany",DE,Germany,160356,192427,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_630,glassdoor_europe,Software Engineer,ASML,"Capital, Spain",ES,Spain,54844,65812,EUR,React;Python;Java,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_631,glassdoor_europe,Software Engineer,Skype,"City, Germany",DE,Germany,91971,110365,EUR,Python;React;Docker,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_632,glassdoor_europe,Site Reliability Engineer,Zalando,"Capital, Netherlands",NL,Netherlands,170218,204261,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_633,glassdoor_europe,Full Stack Developer,Siemens,"City, Austria",AT,Austria,51257,61508,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_634,glassdoor_europe,Frontend Developer,Amadeus,"City, Denmark",DK,Denmark,81811,98173,EUR,CSS;HTML;JavaScript,3,european_market_data,2025-07-02T11:14:24.144069
glassdoor_europe_635,glassdoor_europe,Backend Developer,King Digital Entertainment,"Capital, Netherlands",NL,Netherlands,119815,143778,EUR,Python;Redis;Java,3,european_market_data,2025-07-02T11:14:24.145089
glassdoor_europe_636,glassdoor_europe,Machine Learning Engineer,Supercell,"City, United Kingdom",GB,United Kingdom,62571,75085,EUR,MLflow;Docker;TensorFlow,3,european_market_data,2025-07-02T11:14:24.145089
glassdoor_europe_637,glassdoor_europe,Machine Learning Engineer,DeepMind,"City, Norway",NO,Norway,111567,133880,EUR,Docker;MLflow;Python,3,european_market_data,2025-07-02T11:14:24.145089
glassdoor_europe_638,glassdoor_europe,Principal Engineer,Zalando,"City, Netherlands",NL,Netherlands,100184,120220,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.145089
glassdoor_europe_639,glassdoor_europe,Frontend Developer,SAP,"Capital, Belgium",BE,Belgium,37388,44865,EUR,React;CSS;Vue.js,3,european_market_data,2025-07-02T11:14:24.145089
glassdoor_europe_640,glassdoor_europe,Software Architect,Revolut,"Capital, Netherlands",NL,Netherlands,60002,72002,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.145089
glassdoor_europe_641,glassdoor_europe,Product Manager,Wise,"City, Belgium",BE,Belgium,45575,54690,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.145089
